HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2459861.76474,2022-10-09.2649515,bG,1.44,15.935,>15.935,99.990,0.358,0.307,g
2459861.76603,2022-10-09.2662458,bG,1.53,16.073,>16.073,99.990,0.134,0.270,g
2459861.76733,2022-10-09.2675416,bG,1.44,15.883,>15.883,99.990,0.734,0.322,g
2459862.76711,2022-10-10.2673513,bG,1.48,15.815,>15.815,99.990,1.058,0.343,g
2459862.76843,2022-10-10.2686556,bG,1.49,15.876,>15.876,99.990,0.575,0.324,g
2459862.76972,2022-10-10.2699576,bG,1.4,15.768,>15.768,99.990,0.439,0.358,g
2459863.77801,2022-10-11.2782541,bk,1.5,15.945,>15.945,99.990,0.330,0.304,g
2459863.77924,2022-10-11.2794879,bk,1.57,15.998,>15.998,99.990,0.491,0.290,g
2459863.78048,2022-10-11.2807251,bk,1.48,16.018,>16.018,99.990,-0.384,0.284,g
2459864.78100,2022-10-12.2812690,bk,1.55,16.220,>16.220,99.990,0.951,0.236,g
2459864.78224,2022-10-12.2825063,bk,1.49,16.070,>16.070,99.990,0.256,0.271,g
2459864.78350,2022-10-12.2837527,bk,1.56,16.185,>16.185,99.990,0.189,0.244,g
2459865.78269,2022-10-13.2829576,bk,1.6,16.319,>16.319,99.990,0.419,0.216,g
2459865.78394,2022-10-13.2842076,bk,1.52,16.252,>16.252,99.990,0.529,0.229,g
2459865.78519,2022-10-13.2854609,bk,1.48,16.352,>16.352,99.990,0.961,0.209,g
2459866.70455,2022-10-14.2048313,bG,1.4,16.513,16.496,0.216,0.915,0.180,g
2459866.70583,2022-10-14.2061199,bG,1.44,16.497,>16.497,99.990,0.454,0.183,g
2459866.70713,2022-10-14.2074175,bG,1.45,16.407,>16.407,99.990,0.744,0.199,g
2459867.69591,2022-10-15.1962079,bG,1.41,16.669,>16.669,99.990,0.192,0.156,g
2459867.69721,2022-10-15.1975124,bG,1.43,16.729,>16.729,99.990,0.315,0.148,g
2459867.69849,2022-10-15.1987952,bG,1.42,16.658,16.405,0.174,0.995,0.158,g
2459868.68983,2022-10-16.1901434,bk,1.46,17.074,>17.074,99.990,0.355,0.108,g
2459868.69107,2022-10-16.1913866,bk,1.48,16.977,16.898,0.204,0.632,0.118,g
